0.069222,2.91533E-06
0.077685417,9.59136E-06
0.087170142,2.75688E-05
0.095775565,4.98961E-05
0.101970326,7.133E-05
0.107429746,9.45524E-05
0.112586441,0.000119515
0.117681087,0.000144735
0.120777905,0.000163848
0.125054958,0.000189944
0.128874074,0.00021567
0.132940741,0.000246091
0.136997817,0.000273348
0.140000581,0.000299456
0.142180899,0.000320535
0.14515148,0.00034331
0.148176542,0.000369828
0.151263594,0.000396856
0.154411188,0.00042567
0.15762318,0.000454994
0.160899741,0.000485339
0.164251289,0.000512623
0.16766446,0.000543478
0.171146767,0.000575099
0.175065662,0.000607891
0.178319904,0.000642423
0.182779161,0.000678072
0.185793684,0.000709747
0.189648555,0.000742899
0.193582732,0.000776306
0.197599211,0.000809458
0.201710988,0.000838272
0.205899706,0.000870148
0.210176872,0.000901514
0.214546631,0.000931604
0.219005713,0.000962204
0.223566831,0.000989742
0.229173251,0.001020389
0.2341903,0.001048386
0.239082674,0.001071331
0.244337119,0.001093204
0.251014655,0.001116858
0.258403051,0.00114432
0.269387136,0.001169866
0.292898425,0.00119035
0.318612367,0.001176243
0.332376216,0.001153273
0.343126142,0.001127898
0.352369064,0.001102698
0.36379015,0.001072389
0.375186941,0.001042184
0.383691163,0.001014759
0.389902806,0.000991525
0.398310668,0.000966244
0.406925392,0.000936371
0.415729337,0.000905987
0.424732649,0.000874072
0.433929428,0.000842412
0.443339267,0.000808456
0.452919975,0.000779858
0.462728712,0.000747944
0.472763069,0.000713988
0.483013338,0.000680287
0.492456981,0.00064572
0.50418894,0.000612374
0.515106194,0.000580715
0.526272695,0.000547269
0.537671883,0.000515099
0.549300732,0.000485226
0.561159555,0.000458159
0.573288398,0.000429306
0.58567735,0.000400708
0.59832568,0.000373131
0.611240767,0.00034632
0.627082443,0.000317055
0.64129405,0.000289885
0.655102341,0.000266901
0.669184603,0.000246468
0.684299758,0.000224708
0.70570101,0.000198279
0.727753974,0.000173619
0.756019898,0.000149905
0.784565887,0.000125631
0.818467574,0.000101862
0.858313739,7.91597E-05
0.909588584,5.70262E-05
0.980503224,3.50981E-05
1.069844228,1.57507E-05
1.195783864,5.36719E-06
0,0
10,0
