6.55E-05,-0.004236591
9.02E-05,-0.003254177
0.00010764,-0.000468997
0.000124028,0.002379349
0.0001409,0.004986913
0.000161586,0.008576749
0.000177596,0.012553348
0.000192446,0.015881456
0.000206577,0.018536529
0.000218625,0.021019923
0.000231376,0.023373749
0.000248365,0.026068556
0.00026285,0.028531219
0.000282151,0.031262305
0.000298606,0.034004836
0.000316022,0.036928763
0.000353959,0.039926113
0.000436418,0.042677162
0.000549215,0.041411182
0.000615146,0.038700611
0.000679297,0.036144875
0.000718916,0.032979087
0.000760845,0.030150176
0.000805219,0.027606317
0.000864344,0.024784965
0.000932203,0.022153287
0.000981922,0.020024406
0.00103919,0.017480546
0.001099798,0.014729377
0.001185343,0.011221621
0.001322274,0.007967418
0.001502145,0.004417892
0.001706485,0.001625045
0.001994353,-0.001054214
0.002559299,-0.002956278
0.003426919,-0.002553536
0.004733979,-0.004236591
0.006465846,0.000634003
0.008584507,-0.001130875
0.011397388,-0.002889472
0.015566978,-0.002005462
0.021261959,-0.00254749
0.02744001,-0.004236591
0.101064397,-0.004236591
0.961974487,-0.004236591
10,-0.004236591
1.00E-05,-0.004236591
